"outcome","statement","odd_mydat","even_mydat"
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",4,3
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",4,4
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",5,4
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",4,3
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",4,NA
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",3,NA
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",5,5
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",3,4
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",1,NA
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",5,4
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",4,2
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",2,5
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",4,2
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",4,4
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",5,5
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",5,2
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",3,2
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",5,2
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",3,1
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",3,2
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",2,NA
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",5,3
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",4,3
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",4,4
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",3,4
6,"Minimize the likelihood that an AI/ML model has not been checked and filtered for data toxicity, bias, and Personal Identifying Information.",5,5
